dataset,subject,roi,time_idx,time_s,model,layer,RSA,CKA
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer2-0,0.08544281297555072,0.02988318564507927
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-0,0.05139002456877472,0.03030953210747851
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-10,0.05959345395114124,0.026624483122829588
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-15,0.0386229732943647,0.02884259677919272
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-20,0.03456692972195158,0.030031953316910658
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-25,0.012281482601563852,0.03312671580902719
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-30,0.017804192516622585,0.03505158353086593
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer3-5,0.0694410605769786,0.025450276911450114
EEG2,sub-01,whole_brain,20,0.2,ResNet152_adv,features/layer4-1,0.009447257316353796,0.026356357873160687
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/language_model-layers-11,-0.03250813145991971,0.01912619869564442
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/language_model-layers-16,-0.009622426759626556,0.020430514941985535
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/language_model-layers-3,-0.01726633086693029,0.01714007514232107
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/language_model-layers-8,-0.027711202057033087,0.01708589622834062
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-10,0.02796334259013439,0.01699270640801801
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-14,0.027474817395320945,0.01569262009921231
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-18,0.02377500627771095,0.016043658955784967
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-2,0.052980042628523905,0.011326663899212837
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-22,0.029089747743653235,0.01862714131058489
EEG2,sub-01,whole_brain,20,0.2,Qwen3-VL-2B,features/visual-blocks-6,0.04802311006608252,0.013004445527464693
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer1-0,0.11837099531845013,0.021238871833860976
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer2-0,0.10176301909957403,0.02410525475520969
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-0,0.064141702520382,0.021548151270025198
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-10,0.06796426950597143,0.014205140496107592
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-15,0.05577378989210064,0.015188594390050221
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-20,0.051605698734696864,0.014916933474550984
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-25,0.03716737234766427,0.017451052074199915
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-30,0.04108405920889678,0.01574561706662616
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer3-5,0.07943210704981929,0.013873719497384366
EEG2,sub-01,whole_brain,22,0.22,ResNet152_adv,features/layer4-1,0.015525295418908305,0.00984905146200736
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/language_model-layers-11,-0.023051514722513496,0.0008676281227798787
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/language_model-layers-16,-0.016206334761419285,0.0012187601980217166
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/language_model-layers-3,-0.021820037164969153,-0.0005018945452194286
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/language_model-layers-8,-0.028926412224202194,-0.0013795901063119896
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-10,0.034701316199257974,0.00569884599179797
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-14,0.025463470306092605,0.004527531506696383
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-18,0.026207829144654585,0.00395914627982525
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-2,0.06252661847104259,0.011922538947471854
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-22,0.030798487786637775,0.003530968887213849
EEG2,sub-01,whole_brain,22,0.22,Qwen3-VL-2B,features/visual-blocks-6,0.05557520732903001,0.011035388303220407
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer1-0,0.10884688560121544,0.02162233045543053
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer2-0,0.09171664126612217,0.023155725474034845
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-0,0.06803269722083952,0.019211467848510456
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-10,0.07239110563303411,0.016015637197446676
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-15,0.07635793114146815,0.018703995379671927
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-20,0.06077398564568534,0.015207380859359406
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-25,0.06253412695969292,0.01641616206007891
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-30,0.06783118939890745,0.013888852045018678
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer3-5,0.08115592460002126,0.015350125988914772
EEG2,sub-01,whole_brain,24,0.24,ResNet152_adv,features/layer4-1,0.006900248544725463,0.011372640937215232
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/language_model-layers-11,-0.018798805171801814,0.0023860547428506723
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/language_model-layers-16,-0.010011824404113863,0.0026367578873314357
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/language_model-layers-3,-0.02191342233249999,0.004029765240767748
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/language_model-layers-8,-0.024405546857246555,0.0019764652774138104
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-10,-0.008649390935907648,0.005076336472889391
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-14,-0.008319748688337396,0.0032425111155214036
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-18,-0.002228478667718878,0.002975601865201629
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-2,0.03831893980781751,0.010045399993232155
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-22,0.008438746935344769,0.004448961374841178
EEG2,sub-01,whole_brain,24,0.24,Qwen3-VL-2B,features/visual-blocks-6,0.03685432167902478,0.008631806996229537
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer1-0,-0.010977380116720805,0.008724434453514316
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer2-0,0.0006989708266985186,0.007604005442104357
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-0,-0.0007390114922363551,-0.00145142429738544
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-10,-0.003577326013313047,-0.0008803768324254556
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-15,0.021347075664274608,0.009231482001883468
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-20,0.01987152585170789,0.007271167993466971
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-25,0.030538921535751856,0.010954336234323979
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-30,0.03178882342631539,0.0102315011761241
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer3-5,0.0033967482171844156,-0.004995671228327015
EEG2,sub-01,whole_brain,26,0.26,ResNet152_adv,features/layer4-1,0.02775530894851148,0.019782441880790112
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/language_model-layers-11,0.05627093524233266,0.008060717451948383
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/language_model-layers-16,0.06801104678989754,0.007420504104434354
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/language_model-layers-3,0.03649655919128501,0.004052600843032237
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/language_model-layers-8,0.0556646234449597,0.005398933453245806
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-10,0.05643095465699701,-0.005254199456127467
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-14,0.0506174865513761,-0.005555766980216904
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-18,0.04970747903873536,-0.004848240534290002
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-2,-0.007769142932232174,-0.0004426656851284456
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-22,0.0510441085825808,-6.754305842298918e-05
EEG2,sub-01,whole_brain,26,0.26,Qwen3-VL-2B,features/visual-blocks-6,-0.0052966569020201975,0.0008704829174324409
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer1-0,0.0177182577502793,0.03134847101772124
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer2-0,0.03336846323433439,0.035238855296468766
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-0,0.033402912620311975,0.034862799222162795
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-10,0.010710575801298918,0.021096990051196196
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-15,0.019347159699536605,0.02888535274767013
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-20,0.03196631689648587,0.028406344776852947
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-25,0.03008300619212471,0.03216768807272178
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-30,0.03001485969598195,0.03416872060516472
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer3-5,0.020636464528478813,0.02031669743203617
EEG2,sub-01,whole_brain,28,0.28,ResNet152_adv,features/layer4-1,0.04168732251921177,0.03822733331383944
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/language_model-layers-11,0.0508082411500806,0.017332342617165798
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/language_model-layers-16,0.05498954769025704,0.016699322371740932
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/language_model-layers-3,0.03480543980281552,0.013478758557596735
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/language_model-layers-8,0.04101475690061043,0.015402428494453101
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-10,0.048405679902158834,-0.001050633638248672
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-14,0.0479723338988127,-0.0036615683985006336
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-18,0.04264393013432281,-0.0030695005157817846
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-2,0.017558351178814095,0.014249986397641502
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-22,0.028803107481700545,0.001030015851287975
EEG2,sub-01,whole_brain,28,0.28,Qwen3-VL-2B,features/visual-blocks-6,0.023973872642051707,0.01791764821225066
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer1-0,0.07773958868342594,0.008109637710677166
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer2-0,0.07384295187630721,0.012922970983447728
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-0,0.050068724369856606,0.021455465182663027
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-10,0.04783703921693733,0.02087402349656056
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-15,0.043492247365142636,0.026029799913940548
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-20,0.04674592716952657,0.024482087776228584
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-25,0.04951836002382754,0.026162372023388253
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-30,0.04587401989327119,0.027583992354434064
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer3-5,0.055745963859516856,0.015672907115772156
EEG2,sub-01,whole_brain,30,0.3,ResNet152_adv,features/layer4-1,0.01344775099857387,0.03128620644845232
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/language_model-layers-11,0.028781316702543573,0.02030535476806681
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/language_model-layers-16,0.02016676573358429,0.017429389328110254
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/language_model-layers-3,0.027920033031957166,0.017034834266805292
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/language_model-layers-8,0.016331221029390188,0.01814006392604551
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-10,0.021687432492832066,-0.00035554034143970843
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-14,0.021240491652307875,-0.004373359069051826
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-18,0.032599075923127364,-0.003311048840354215
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-2,0.04408537657014384,0.010711305507591357
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-22,0.010430318674959015,0.0012115408348133546
EEG2,sub-01,whole_brain,30,0.3,Qwen3-VL-2B,features/visual-blocks-6,0.04932553571188917,0.015165785558137735
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer1-0,0.08154385831619179,0.005313313021045443
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer2-0,0.08097335480607118,0.00494338347408186
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-0,0.0703489020639095,0.014632030699126383
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-10,0.05739695452619773,0.01460049050994255
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-15,0.06237319047666636,0.016119814868738955
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-20,0.06516320883485478,0.0147544203544391
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-25,0.06728148186589641,0.015389358624455085
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-30,0.0726016162731757,0.015405443336822852
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer3-5,0.06392525514419813,0.00992603945730346
EEG2,sub-01,whole_brain,32,0.32,ResNet152_adv,features/layer4-1,0.04545755948762339,0.020031801668228367
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/language_model-layers-11,0.05302136945771828,0.010998993292832493
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/language_model-layers-16,0.0419756999140949,0.009852411901281924
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/language_model-layers-3,0.03190073954820245,0.01069442880965836
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/language_model-layers-8,0.030065783085055982,0.009562292275467085
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-10,0.06855527293702544,0.001069773341876163
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-14,0.06676032340644797,-0.001593109301992182
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-18,0.06876892155792999,-0.0005673459709697988
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-2,0.050936035686326264,0.006556820639267896
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-22,0.04363357709487669,0.005013960992742014
EEG2,sub-01,whole_brain,32,0.32,Qwen3-VL-2B,features/visual-blocks-6,0.049180248270301145,0.00920159217145571
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer1-0,0.014128318120634423,0.007789053314462451
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer2-0,0.03737228676395138,0.006093400008956323
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-0,0.04278688936608233,0.009610789418264319
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-10,0.01277059415739017,0.010573946934111915
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-15,0.009438495868629538,0.012520485543365018
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-20,0.010825313103664292,0.010220279084959502
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-25,0.017983326947338417,0.010476881593945732
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-30,0.02364334909497395,0.010872298265968477
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer3-5,0.011500151072380792,0.0057386543260707695
EEG2,sub-01,whole_brain,34,0.34,ResNet152_adv,features/layer4-1,0.03726217783718184,0.01855160742012288
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/language_model-layers-11,0.043552300749053564,0.013037645468112256
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/language_model-layers-16,0.038032210671909705,0.015939256018340047
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/language_model-layers-3,0.03039458645933542,0.012171220740350297
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/language_model-layers-8,0.026216791682169605,0.01370705643167866
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-10,0.015331661610126345,-0.0017746135730129895
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-14,0.005648897840432315,-0.003387026701779786
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-18,0.005776787198404343,-0.002777219664967612
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-2,0.003283556752138102,-0.0006536315757433775
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-22,0.016912811693700562,0.002732945226212053
EEG2,sub-01,whole_brain,34,0.34,Qwen3-VL-2B,features/visual-blocks-6,0.007986499374848452,0.0010076542637962617
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer1-0,-0.026245849032832703,-0.0016015511659654195
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer2-0,0.01426811265538767,0.0028082276056252977
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-0,0.053464215011059156,0.010604161269072522
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-10,0.007690147360249383,0.008803976597874802
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-15,-0.005673740302851018,0.015007446814492028
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-20,-0.01590183254603444,0.011160612683088015
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-25,-0.020452377332611685,0.012055216869421678
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-30,-0.002687488655301586,0.013826402019936538
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer3-5,0.006473409806642978,0.008864160980409696
EEG2,sub-01,whole_brain,36,0.36,ResNet152_adv,features/layer4-1,0.03354570536929484,0.020793905283472216
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/language_model-layers-11,0.06974829663379536,0.01974226664468839
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/language_model-layers-16,0.08000966268277225,0.02126370197532731
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/language_model-layers-3,0.04981734717670132,0.01667221139554192
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/language_model-layers-8,0.056771152062139674,0.01906806824143951
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-10,0.01208797393504614,-0.0030270022450969852
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-14,0.0040944514605399385,-0.0028280996317248735
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-18,-0.004517963424088381,-0.0017077832795819301
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-2,-0.009991882742268508,-0.003932518514840918
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-22,0.02583404834659111,0.004894453757818209
EEG2,sub-01,whole_brain,36,0.36,Qwen3-VL-2B,features/visual-blocks-6,-0.003006039754569442,-0.0005473974463763107
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer1-0,-0.0554254352770603,0.02457653570414888
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer2-0,-0.004945893642148684,0.03702909242430883
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-0,0.04229976570737393,0.04676105935187547
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-10,-0.0024612539565810865,0.03198423537871594
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-15,-0.023559567934979993,0.037512187011849794
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-20,-0.026783451021044295,0.035923918962577274
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-25,-0.0288261326578906,0.03721514162586173
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-30,-0.016325657806072934,0.04036462286146174
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer3-5,-0.005453406289613617,0.03823653289394869
EEG2,sub-01,whole_brain,38,0.38,ResNet152_adv,features/layer4-1,0.027417645015259767,0.048467757362777815
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/language_model-layers-11,0.08349354729425029,0.03328882159757375
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/language_model-layers-16,0.10023910244827304,0.032097783754501646
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/language_model-layers-3,0.06309414671290513,0.032069201567860944
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/language_model-layers-8,0.07939353845157346,0.03363673167503737
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-10,0.02634479234234115,-0.002112169920986425
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-14,0.003188183448421224,-0.0010746809736871395
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-18,-0.0047848983331367926,0.0012105216829842557
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-2,-0.02933473327240241,0.00451319980256365
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-22,0.03600125237998088,0.010743948432565755
EEG2,sub-01,whole_brain,38,0.38,Qwen3-VL-2B,features/visual-blocks-6,-0.015832854811553512,0.009668601125076491
EEG2,sub-01,whole_brain,40,0.4,ResNet152_adv,features/layer1-0,-0.052146413531473125,0.006853701867804997
EEG2,sub-01,whole_brain,40,0.4,ResNet152_adv,features/layer2-0,-0.006041536659361372,0.012012577135167827
